path	disposition	status	evidence
docs/briefs/BRIEF-2026-07-05-cmdtime-moon-phase-fix.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-correctness-fixes.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-doormanager-api.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-errcheck-sweep-2.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-errcheck-sweep.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-fable-full-audit.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-medium-round2.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-medium-round3.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-remaining-spec-proc-nil-crashes.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-report-system.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round3-claude.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round3-kimi.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round4.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round5.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round6.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round7.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round8a-spell-golden.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-round8b-combat-skill-golden.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-stream1-kill-pipeline.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-stream2-tick-shutdown.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-05-stream3-fidelity-polish.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-cov2-death-concurrency.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-cov3-shutdown-drain.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-cov4-spec-proc-tests.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-cov5-e2e-smoke-ci.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-cov6-lua-adversarial.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-m23-race-hate-hunt.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-qa-residuals.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream4a-minlevel.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream4b-combat-hooks-v2.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream4b-combat-hooks-v3-gamecallbacks.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream4c-boards-extraction.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream4d-spec-dispatch-fastpath.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream5a-spendmove.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream5b-corpse-errors.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream5c-lua-sandbox.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-06-stream5d-save-version.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-08-glm-backlog-triage.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-10-glm-mechanical-testgaps.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-10-kimi-linear-reconcile.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-batch1-oneliners.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-batch2-small-fixes.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-batch3-crosscutting.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-glm-batch-a.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-glm-dp1008-animate-dead.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-glm-dp1029-movement-cost.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-glm-go-bugs-coverage.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-glm-reek-med-bugs.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-kimi-batch-b.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-kimi-dp1034-mob-aggro-gates.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-11-kimi-python-coverage.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-c-oracle-build-boot.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-dp1023-kill-xp-gain-exp.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-dp1024-xp-share-formula.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-dp1026-parry-fidelity.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-dp1046-mob-combat-redirects.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-glm-dp1045-peaceful-lowlevel-gates.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-kimi-dp1053-death-traps.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-kimi-dp1054-jail-vnums.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-oracle-scenario-hardening.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-oracle-tier1-harness.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-oracle-widen-tier1.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-qa-batch1-oneliners.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-repo-tidy-untracked.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-12-review-differential-testing-plan.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-domain1-observation.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-domain2-consumables-FIX.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-domain2-consumables.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-fix-security-three.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-foundation-act-adoption.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-foundation-f0b-command-table.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-session-vs-game-audit-tiers-bc.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-13-session-vs-game-audit.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-15-kimi-command-cleanup-batch.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-15-slice3b-callsite-audit-WORKER.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-15-tier2-phase1-skill-foundation.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-15-tier2-phase1-slice3-improve-skill.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-cast-contract.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-character-creation-1to1.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-command-hide-clear-draw.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-creation-residuals.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-item-take-name.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-l1-caster-spells.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-mobact-draw-parity.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-codex-thief-utility-skills.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-k3-quit-reallyquit-split.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-16-kimi-k3-dp1133-object-flag-colors.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-22-codex-r2-command-surface.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-22-glm-ci-reachability-ratchet.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-22-glm-prefix-matching.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-codex-oracle-god-harness.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-backstab-skillmsg.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-firstplayer-god.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-help-system.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-input-timing.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-pager-port.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-skillset.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-glm-weapon-attacktype.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-mimo-2010-static-text.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-mimo-equipment-empty.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-mimo-sex-encoding.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-23-mimo-title-noarg.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-glm-bash-skillmsg.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-glm-god-advancelevel-draws.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-glm-kick-skillmsg.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-glm-skill-known-gate.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-glm-trip-headbutt-skillmsg.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-glm-yank-port.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-kimi-skill-combat-enrollment.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-24-kimi-skill-draw-order.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-25-codex-oracle-gates.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-25-deepseek-noperson-class.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-25-glm-melee-round-parity.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-07-25-mimo-immort-start-room.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-08-11-oracle-coverage-expansion.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-08-11-shop-sell-order.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-08-25-depth-fidelity-loop.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-2026-08-28-economy-specproc-cluster.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-combat-cleanup-2026-06-17.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-infrastructure-cleanup.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-quick-wins-2026-06-17.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-security-quick-2026-06-17.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/BRIEF-telnet-hardening-2026-06-17.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/CLEANUP-001-dead-code-and-duplicates.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/CODE-001-test-gaps-and-tooling.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/INFRA-001-k8s-secrets.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/OUTBOX-2026-07-22-codex-r2-command-surface.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/README.md	keep	workflow	Canonical brief workflow
docs/briefs/REVIEW-deadlock-audit-plan.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/SECURITY-001-admin-login-lockout.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/SECURITY-002-cors-origin-hardening.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/brief-6-shop-system.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/brief-7-spec-procs-critical.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/brief-8-spec-procs-low.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/brief-9-standalone-fidelity.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/char-creation-login-fidelity.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/claude-code-fidelity-fixes.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/deploy-production.md	keep	superseded	Document explicitly marks old deployment superseded
docs/briefs/engineering-01-logging-context.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/engineering-02-stability.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/engineering-03-test-infrastructure.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-01-combat.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-02-spells.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-03-skills.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-04-movement.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-05-objects.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-06-shops.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/fidelity-07-group-pet.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/full-fidelity-audit-prompt.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/handler-db-fidelity-fixes.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/kimi-security-hardening-20260627.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/linear-cleanup-brief.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/linting-formatting-baseline.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/port-fidelity-audit-brief.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/reek-linear-grooming-20260626.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/security-cleanup-batch-20260627.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/subagent-batch1-quick-fixes.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/subagent-batch2-commands-shopkeeper.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
docs/briefs/test-coverage-expansion.md	keep	unverified	No completion verification performed; consult code/commits/issues before execution
