# Generated by cmd/dp-command-gates; do not edit by hand.
# Regenerate: go run ./cmd/dp-command-gates -oracle /path/to/darkpawns-c-oracle/src/interpreter.c
# name<TAB>minimum level<TAB>minimum position<TAB>source/rationale
circle	1	7	C interpreter.c:378
clan	1	4	C interpreter.c:383
clans	1	4	Go alias for clan
clap	0	5	C interpreter.c:384
clear	0	0	C interpreter.c:385
close	0	6	C interpreter.c:382
cls	0	0	C interpreter.c:386
cmds	0	0	Go alias for commands
coins	0	5	Go spelling of C gold; same mortal/resting gate
collect	0	5	C interpreter.c:389
color	0	0	C interpreter.c:388
comb	0	5	C interpreter.c:391
comfort	0	5	C interpreter.c:390
commands	0	0	C interpreter.c:392
compact	0	0	C interpreter.c:394
compare	0	8	C interpreter.c:393
con	0	5	Go alias for consider
confirm	1	5	Go skill-system mutation; follows C practice gate
confirm forget	1	5	Go alias for confirm
consider	0	5	C interpreter.c:387
cough	0	5	C interpreter.c:395
credits	0	0	C interpreter.c:396
cringe	0	5	C interpreter.c:397
cry	0	5	C interpreter.c:398
ctell	0	4	C interpreter.c:399
cuddle	0	5	C interpreter.c:400
curse	0	5	C interpreter.c:401
curtsey	0	8	C interpreter.c:402
cutthroat	1	7	C interpreter.c:403
d	0	8	Go alias for down
dance	0	8	C interpreter.c:405
dark	31	0	C interpreter.c:408
date	31	0	C interpreter.c:406
daydream	0	4	C interpreter.c:407
dc	32	0	C interpreter.c:409
deposit	1	8	C interpreter.c:410
desc	0	0	Go alias for describe
describe	0	0	Go character-profile setting; safe in every position
description	0	0	Go character-profile setting; safe in every position
detect	0	8	Go spelling of C search; same standing gate
diag	0	5	Go alias for diagnose
diagnose	0	5	C interpreter.c:412
dig	31	5	C interpreter.c:413
disarm	0	7	C interpreter.c:414
disband	0	0	Go alias for ungroup
disembowel	0	7	C interpreter.c:415
dismount	0	7	C interpreter.c:416
display	0	0	C interpreter.c:417
dkick	0	7	Go alias for dragonkick
dns	39	0	C interpreter.c:418
doh	0	5	C interpreter.c:419
donate	0	5	C interpreter.c:420
down	0	8	C interpreter.c:319
dragon	0	7	C interpreter.c:422
dragonkick	0	7	Go spelling of C dragon; same fighting gate
dream	0	4	C interpreter.c:423
drink	0	5	C interpreter.c:421
drool	0	5	C interpreter.c:425
drop	0	5	C interpreter.c:424
e	0	8	Go alias for east
east	0	8	C interpreter.c:315
eat	0	5	C interpreter.c:427
echo	31	4	C interpreter.c:428
embrace	0	8	C interpreter.c:431
emote	1	5	C interpreter.c:429
enter	0	8	C interpreter.c:432
eq	0	4	Go alias for equipment
equipment	0	4	C interpreter.c:433
escape	0	7	C interpreter.c:434
exa	0	5	Go alias for examine
examine	0	5	C interpreter.c:436
exits	0	5	C interpreter.c:435
fade	0	5	C interpreter.c:439
faint	0	5	C interpreter.c:440
farewell	0	5	C interpreter.c:441
fart	0	5	C interpreter.c:442
fill	0	8	C interpreter.c:443
finger	0	0	C interpreter.c:444
flee	1	7	C interpreter.c:445
flesh	0	7	C interpreter.c:446
flex	0	5	C interpreter.c:447
flip	0	8	C interpreter.c:448
flirt	0	5	C interpreter.c:449
follow	0	5	C interpreter.c:450
fondle	0	5	C interpreter.c:451
force	34	4	C interpreter.c:438
forget	1	5	Go skill-system mutation; follows C practice gate
freeze	38	0	C interpreter.c:452
french	0	5	C interpreter.c:453
frown	0	5	C interpreter.c:454
fume	0	5	C interpreter.c:455
future	0	0	C interpreter.c:456
fwap	0	5	C interpreter.c:457
gag	0	5	C interpreter.c:460
gasp	0	5	C interpreter.c:461
gecho	34	0	C interpreter.c:462
get	0	5	C interpreter.c:459
giggle	0	5	C interpreter.c:464
give	0	5	C interpreter.c:463
glance	0	5	C interpreter.c:466
glare	0	5	C interpreter.c:465
gold	0	5	C interpreter.c:469
goose	0	5	C interpreter.c:470
gossip	0	4	C interpreter.c:468
goto	31	4	C interpreter.c:467
grab	0	5	C interpreter.c:472
grats	0	4	C interpreter.c:473
gratz	0	4	Go spelling of C grats; same sleeping gate
greet	0	5	C interpreter.c:474
grimace	0	5	C interpreter.c:476
grin	0	5	C interpreter.c:475
groan	0	5	C interpreter.c:477
groinrip	0	7	C interpreter.c:478
grope	0	5	C interpreter.c:479
group	1	4	C interpreter.c:471
grovel	0	5	C interpreter.c:480
growl	0	5	C interpreter.c:481
grumble	0	5	C interpreter.c:482
gsay	0	4	C interpreter.c:483
gtell	0	4	C interpreter.c:484
gut	0	7	Go alias for disembowel
handbook	31	0	C interpreter.c:490
hcontrol	38	0	C interpreter.c:491
headbutt	1	7	C interpreter.c:487
heal	31	0	Go-only wizard heal; defense-in-depth handler requires immortal
heh	0	5	C interpreter.c:489
help	0	0	C interpreter.c:486
hiccup	0	5	C interpreter.c:492
hide	1	5	C interpreter.c:493
highfive	0	5	C interpreter.c:494
hire	0	8	C interpreter.c:496
hiss	0	5	Go-only social; follows the standard mortal/resting social gate
hit	0	7	C interpreter.c:495
hold	1	5	C interpreter.c:497
holler	1	5	C interpreter.c:498
holylight	31	0	C interpreter.c:499
home	31	5	C interpreter.c:500
hop	0	5	C interpreter.c:501
house	0	5	C interpreter.c:502
howl	0	5	C interpreter.c:503
hug	0	5	C interpreter.c:504
hum	0	5	C interpreter.c:505
hump	0	5	C interpreter.c:506
hush	0	5	C interpreter.c:507
i	0	0	Go alias for inventory
idea	0	0	C interpreter.c:510
ident	39	0	C interpreter.c:511
idlist	38	0	C interpreter.c:512
ignore	0	0	Go communication preference; safe in every position
immlist	0	0	C interpreter.c:514
imotd	31	0	C interpreter.c:513
inactive	0	4	C interpreter.c:515
info	0	4	C interpreter.c:516
infobar	0	0	C interpreter.c:517
insult	0	5	C interpreter.c:518
inv	0	0	Go alias for inventory
inventory	0	0	C interpreter.c:509
invis	31	0	C interpreter.c:519
jeer	0	5	C interpreter.c:522
jin	0	8	C interpreter.c:523
junk	0	5	C interpreter.c:521
kabuki	1	5	C interpreter.c:526
kai	0	8	C interpreter.c:527
kick	1	7	C interpreter.c:528
kill	0	7	C interpreter.c:525
kiss	0	5	C interpreter.c:529
kneel	0	5	Go-only social; follows the standard mortal/resting social gate
knock	0	8	Go-only physical door action; requires standing
kyo	0	8	C interpreter.c:530
l	0	5	Go alias for look
lambada	0	8	C interpreter.c:534
last	33	0	C interpreter.c:535
laugh	0	5	C interpreter.c:533
learn	1	5	Go skill-system mutation; follows C practice gate
leave	0	8	C interpreter.c:536
leer	0	5	C interpreter.c:537
levels	0	0	C interpreter.c:538
lick	0	5	C interpreter.c:541
lines	0	0	C interpreter.c:542
list	0	8	C interpreter.c:539
listen	0	5	C interpreter.c:540
listskills	0	4	Go skill-system information; mortal-usable while sleeping
load	31	0	C interpreter.c:544
lock	0	6	C interpreter.c:543
look	0	5	C interpreter.c:532
love	0	5	C interpreter.c:545
luaedit	31	0	C interpreter.c:546
mail	1	8	C interpreter.c:556
map	0	4	C interpreter.c:548
massage	0	5	C interpreter.c:557
me	1	5	Go alias for emote
medit	31	0	C interpreter.c:553
mindlink	0	8	C interpreter.c:549
mlist	31	0	C interpreter.c:554
moan	0	5	C interpreter.c:550
mold	31	5	C interpreter.c:551
mosh	0	5	C interpreter.c:552
motd	0	0	C interpreter.c:555
mount	0	8	C interpreter.c:558
muhaha	0	5	C interpreter.c:560
mumble	0	5	C interpreter.c:561
murder	0	7	C interpreter.c:562
mute	1	0	C interpreter.c:559
mutter	0	5	Go-only social; follows the standard mortal/resting social gate
n	0	8	Go alias for north
neckbreak	0	7	C interpreter.c:564
newbie	0	4	C interpreter.c:566
newbiegive	31	0	Go spelling of C wnewbie; same immortal/dead gate
news	0	4	C interpreter.c:565
nibble	0	5	C interpreter.c:567
noauction	0	0	C interpreter.c:569
nobroadcast	0	0	C interpreter.c:570
noctell	0	0	C interpreter.c:571
nod	0	5	C interpreter.c:568
nogossip	0	0	C interpreter.c:572
nograts	0	0	C interpreter.c:573
nohassle	31	0	C interpreter.c:574
nonewbie	0	0	C interpreter.c:575
noogie	0	5	C interpreter.c:581
norepeat	0	0	C interpreter.c:576
north	0	8	C interpreter.c:314
noshout	1	4	C interpreter.c:577
nosummon	1	0	C interpreter.c:578
notell	1	0	C interpreter.c:579
notitle	34	0	C interpreter.c:580
nowiz	31	0	C interpreter.c:582
nudge	0	5	C interpreter.c:583
nuzzle	0	5	C interpreter.c:584
oedit	31	0	C interpreter.c:592
offer	1	8	C interpreter.c:588
olc	31	0	C interpreter.c:590
olist	31	0	C interpreter.c:591
open	0	6	C interpreter.c:589
order	1	5	C interpreter.c:586
orgasm	31	5	C interpreter.c:587
pace	0	5	C interpreter.c:595
page	31	0	C interpreter.c:598
palm	0	8	C interpreter.c:599
pant	0	5	C interpreter.c:596
pardon	1	0	C interpreter.c:601
parry	0	0	C interpreter.c:600
party	1	4	Go alias for group
password	0	0	Go account setting; safe in every position
pat	0	5	C interpreter.c:597
peek	0	5	C interpreter.c:602
peer	0	5	C interpreter.c:603
pick	1	8	C interpreter.c:604
pick lock	1	8	Go alias for pick
pinch	0	5	C interpreter.c:605
piss	0	5	C interpreter.c:608
players	38	0	C interpreter.c:606
plot	0	5	C interpreter.c:607
point	0	5	C interpreter.c:609
poke	0	5	C interpreter.c:610
policy	0	0	C interpreter.c:611
ponder	0	5	C interpreter.c:612
poofin	31	0	C interpreter.c:613
poofout	31	0	C interpreter.c:614
poofset	31	0	Go aggregate for C poofin/poofout; same immortal/dead gate
pose	0	8	C interpreter.c:615
pour	0	8	C interpreter.c:616
pout	0	5	C interpreter.c:617
practice	1	5	C interpreter.c:618
pray	0	6	C interpreter.c:620
prompt	0	0	C interpreter.c:619
puke	0	5	C interpreter.c:621
punch	0	5	C interpreter.c:622
purge	32	0	C interpreter.c:624
purr	0	5	C interpreter.c:623
put	0	5	C interpreter.c:594
q	0	6	Go alias for quaff
qcomm	0	4	Go spelling of C qsay; same sleeping gate
qecho	31	0	C interpreter.c:627
qsay	0	4	C interpreter.c:631
quaff	0	6	C interpreter.c:626
quest	0	0	C interpreter.c:628
qui	0	0	C interpreter.c:629
quit	0	0	C interpreter.c:630
r	0	0	Go alias for reply
rac	0	5	Go alias for race_say
race_say	0	5	Go spelling of C rsay; same resting gate
raise	0	5	C interpreter.c:635
read	0	5	C interpreter.c:636
reallyquit	0	0	C interpreter.c:657
recall	0	5	C interpreter.c:641
receive	1	8	C interpreter.c:642
recharge	0	8	C interpreter.c:640
recite	0	5	C interpreter.c:639
redit	31	0	C interpreter.c:656
reel	0	5	C interpreter.c:637
reload	39	0	C interpreter.c:638
remort	0	8	C interpreter.c:644
remove	0	5	C interpreter.c:643
ren	0	5	C interpreter.c:645
rent	1	8	C interpreter.c:646
reply	0	0	C interpreter.c:647
report	0	5	C interpreter.c:634
reroll	38	0	C interpreter.c:649
rescue	1	7	C interpreter.c:650
rest	0	5	C interpreter.c:633
restore	33	0	C interpreter.c:651
retreat	0	7	C interpreter.c:652
retrieve	1	8	C interpreter.c:653
retsu	0	8	C interpreter.c:654
return	0	0	C interpreter.c:655
review	0	0	C interpreter.c:658
ride	0	8	C interpreter.c:659
rin	0	8	C interpreter.c:660
rlist	31	0	C interpreter.c:661
roar	0	5	C interpreter.c:662
rofl	0	5	C interpreter.c:663
roll	0	0	C interpreter.c:664
roomflags	31	0	C interpreter.c:666
rsay	0	5	C interpreter.c:667
ruffle	0	8	C interpreter.c:668
s	0	8	Go alias for south
salute	0	5	C interpreter.c:673
save	0	4	C interpreter.c:672
say	0	5	C interpreter.c:670
sc	0	0	Go alias for score
scan	0	5	Go-only read-only room scan; mortal-usable while resting
scoff	0	5	C interpreter.c:675
score	0	0	C interpreter.c:674
scout	0	8	C interpreter.c:676
scratch	0	5	C interpreter.c:678
scream	0	5	C interpreter.c:677
scrounge	0	8	C interpreter.c:679
search	0	8	C interpreter.c:411
sedit	31	0	C interpreter.c:684
sell	0	8	C interpreter.c:680
send	34	4	C interpreter.c:681
serpent	1	7	C interpreter.c:685
set	34	0	C interpreter.c:682
sethunt	38	0	C interpreter.c:683
sha	0	8	C interpreter.c:686
shadow	0	8	C interpreter.c:687
shake	0	5	C interpreter.c:691
shame	0	5	C interpreter.c:688
sharpen	0	5	C interpreter.c:692
shishkabob	0	5	C interpreter.c:689
shiver	0	5	C interpreter.c:693
shoot	0	8	C interpreter.c:695
shout	0	5	C interpreter.c:690
show	31	0	C interpreter.c:694
shrug	0	5	C interpreter.c:696
shudder	0	5	C interpreter.c:697
shutdow	39	0	C interpreter.c:698
shutdown	39	0	C interpreter.c:699
sigh	0	5	C interpreter.c:700
sinfo	0	4	Go alias for skillinfo
sing	0	5	C interpreter.c:701
sip	0	5	C interpreter.c:702
sit	0	5	C interpreter.c:703
sk	0	4	Go alias for skills
skillinfo	0	4	Go skill-system information; mortal-usable while sleeping
skills	0	4	Go skill-system information; mortal-usable while sleeping
skillset	38	4	C interpreter.c:704
slap	0	5	C interpreter.c:707
sleep	0	4	C interpreter.c:705
sleeper	0	8	C interpreter.c:706
slowns	39	0	C interpreter.c:708
slug	1	7	C interpreter.c:709
smackheads	1	7	C interpreter.c:711
smell	0	5	C interpreter.c:712
smile	0	5	C interpreter.c:710
smirk	0	5	C interpreter.c:713
snap	0	5	C interpreter.c:717
snarl	0	5	C interpreter.c:718
sneak	1	8	C interpreter.c:719
sneer	0	5	C interpreter.c:715
sneeze	0	5	C interpreter.c:714
snicker	0	5	C interpreter.c:716
sniff	0	5	C interpreter.c:720
snoop	34	0	C interpreter.c:723
snore	0	4	C interpreter.c:721
snowball	31	8	C interpreter.c:722
snuggle	0	5	C interpreter.c:724
socials	0	0	C interpreter.c:725
south	0	8	C interpreter.c:316
spackle	0	5	C interpreter.c:727
spank	0	5	C interpreter.c:728
spells	0	4	Go spell information; mortal-usable while sleeping
spew	0	5	C interpreter.c:729
spike	0	8	C interpreter.c:730
spit	0	5	C interpreter.c:731
split	1	6	C interpreter.c:726
squeeze	0	5	C interpreter.c:732
stable	0	5	C interpreter.c:735
stake	0	8	C interpreter.c:734
stand	0	5	C interpreter.c:733
stare	0	5	C interpreter.c:736
startle	0	5	C interpreter.c:737
stat	31	0	C interpreter.c:738
steal	1	8	C interpreter.c:739
stealth	1	8	C interpreter.c:740
steam	0	5	C interpreter.c:741
stimpy	0	5	C interpreter.c:742
stretch	0	5	C interpreter.c:743
strike	1	7	C interpreter.c:744
string	32	5	C interpreter.c:745
stroke	0	5	C interpreter.c:746
strut	0	8	C interpreter.c:747
subdue	0	8	C interpreter.c:748
sulk	0	5	C interpreter.c:749
summon	31	0	Go-only wizard summon; defense-in-depth handler requires immortal
sweat	0	5	C interpreter.c:750
switch	32	0	C interpreter.c:751
sysfile	34	0	C interpreter.c:752
syslog	31	0	C interpreter.c:753
tackle	0	5	C interpreter.c:756
tag	0	5	C interpreter.c:757
take	0	5	C interpreter.c:758
tango	0	8	C interpreter.c:759
tap	0	5	C interpreter.c:760
taste	0	5	C interpreter.c:762
taunt	0	5	C interpreter.c:761
team	0	4	Go alias for qcomm
tedit	38	0	C interpreter.c:764
teleport	34	0	C interpreter.c:763
tell	0	1	C interpreter.c:755
thank	0	5	C interpreter.c:765
thaw	38	0	C interpreter.c:768
think	0	5	C interpreter.c:766
thpbt	0	5	C interpreter.c:767
threaten	0	5	C interpreter.c:769
throttle	0	5	C interpreter.c:770
thumbsup	0	5	C interpreter.c:771
thunk	0	5	C interpreter.c:772
tick	39	0	C interpreter.c:774
tickle	0	5	C interpreter.c:775
tiger	0	7	C interpreter.c:776
tigerpunch	0	7	Go spelling of C tiger; same fighting gate
tilt	0	5	C interpreter.c:777
time	0	0	C interpreter.c:778
title	0	0	C interpreter.c:773
todo	33	0	C interpreter.c:780
toggle	0	0	C interpreter.c:779
toh	0	8	C interpreter.c:781
tpunch	0	7	Go alias for tigerpunch
track	0	8	C interpreter.c:782
transfer	32	4	C interpreter.c:784
transform	1	5	C interpreter.c:785
trip	1	7	C interpreter.c:783
tug	0	5	C interpreter.c:786
turn	0	8	C interpreter.c:787
twiddle	0	5	C interpreter.c:788
typo	0	0	C interpreter.c:789
u	0	8	Go alias for up
unaffect	34	0	C interpreter.c:794
unban	38	0	C interpreter.c:793
ungroup	0	0	C interpreter.c:792
unlock	0	6	C interpreter.c:791
up	0	8	C interpreter.c:318
uptime	31	0	C interpreter.c:795
use	1	6	C interpreter.c:796
users	31	0	C interpreter.c:797
value	0	8	C interpreter.c:799
version	0	0	C interpreter.c:800
violate	0	5	C interpreter.c:801
vis	31	0	Go-only wizard reveal command; distinct from mortal C visible
visible	1	5	C interpreter.c:802
vnum	31	0	C interpreter.c:803
vstat	31	0	C interpreter.c:804
w	0	8	Go alias for west
wake	0	4	C interpreter.c:806
waltz	0	5	C interpreter.c:807
wave	0	5	C interpreter.c:808
wear	0	5	C interpreter.c:809
weather	0	5	C interpreter.c:810
wedgie	0	5	C interpreter.c:811
wee	0	5	C interpreter.c:812
weep	0	5	C interpreter.c:813
west	0	8	C interpreter.c:317
whap	0	5	C interpreter.c:815
where	31	5	C interpreter.c:820
whimper	0	5	C interpreter.c:816
whine	0	5	C interpreter.c:822
whis	0	5	Go alias for whisper
whisper	0	5	C interpreter.c:821
whistle	0	5	C interpreter.c:823
who	0	0	C interpreter.c:814
whoami	0	0	C interpreter.c:817
whod	31	0	C interpreter.c:818
whois	0	0	C interpreter.c:819
wield	0	5	C interpreter.c:824
wiggle	0	8	C interpreter.c:826
will	1	6	C interpreter.c:825
wimpy	0	0	C interpreter.c:827
wink	0	5	C interpreter.c:828
withdraw	1	8	C interpreter.c:829
wizhelp	31	4	C interpreter.c:832
wizlist	0	0	C interpreter.c:833
wizlock	39	0	C interpreter.c:834
wiznet	0	0	C interpreter.c:830
wizutil	31	0	Go aggregate for C wizutil subcommands; handler applies stricter subcommand gates
wnewbie	31	0	C interpreter.c:835
worship	0	5	C interpreter.c:836
write	1	8	C interpreter.c:837
yank	0	8	C interpreter.c:839
yawn	0	5	C interpreter.c:840
yodel	0	5	C interpreter.c:841
yuball	0	5	C interpreter.c:842
zai	0	8	C interpreter.c:844
zap	1	6	Go direct wand command; follows C use sitting gate
zedit	31	0	C interpreter.c:846
zhen	0	8	C interpreter.c:845
zlist	31	0	C interpreter.c:847
zreset	31	0	C interpreter.c:848
