route,source_file,surface,content_mode,review_tier,review_status,words,text_kind,voice_layer,source
/blog/historical-posts.md,src/pages/blog/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,195,transcription,frontline,https://web.archive.org/web/*/http://darkpawns.com/main.html
/blog/historical-posts/,src/content/blog/historical-posts.md,blog,authored editorial,1,replace or remove,195,transcription,frontline,https://web.archive.org/web/*/http://darkpawns.com/main.html
/blog/resurrection.md,src/pages/blog/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,389,original,mythic-admin,Dark Pawns repository and Zach
/blog/resurrection/,src/content/blog/resurrection.md,blog,authored editorial,1,rewrite and source review,389,original,mythic-admin,Dark Pawns repository and Zach
/contact/,src/pages/contact.astro,core,authored static page,1,full editorial review,,,,
/credits/,src/pages/credits.astro,core,authored static page,1,full editorial review,,,,
/database/,src/pages/database.astro,core,authored static page,1,full editorial review,,,,
/docs/,src/pages/docs/index.astro,hub,authored collection framing,1,full editorial review,,,,
/docs/agents/,src/pages/docs/[section]/index.astro,docs-hub,generated section index,3,template review,,,,
/docs/agents/dp-agent.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,170,,,website-astro/src/content/docs/agents/dp-agent.md
/docs/agents/dp-agent/,src/content/docs/agents/dp-agent.md,docs,authored technical documentation,3,technical accuracy review,170,,,website-astro/src/content/docs/agents/dp-agent.md
/docs/agents/memory.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,183,,,website-astro/src/content/docs/agents/memory.md
/docs/agents/memory/,src/content/docs/agents/memory.md,docs,authored technical documentation,3,technical accuracy review,183,,,website-astro/src/content/docs/agents/memory.md
/docs/agents/overview.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,153,,,website-astro/src/content/docs/agents/overview.md
/docs/agents/overview/,src/content/docs/agents/overview.md,docs,authored technical documentation,3,technical accuracy review,153,,,website-astro/src/content/docs/agents/overview.md
/docs/agents/protocol.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,206,,,website-astro/src/content/docs/agents/protocol.md
/docs/agents/protocol/,src/content/docs/agents/protocol.md,docs,authored technical documentation,3,technical accuracy review,206,,,website-astro/src/content/docs/agents/protocol.md
/docs/getting-started/,src/pages/docs/[section]/index.astro,docs-hub,generated section index,3,template review,,,,
/docs/getting-started/local-server.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,122,,,website-astro/src/content/docs/getting-started/local-server.md
/docs/getting-started/local-server/,src/content/docs/getting-started/local-server.md,docs,authored technical documentation,3,technical accuracy review,122,,,website-astro/src/content/docs/getting-started/local-server.md
/docs/research/,src/pages/docs/[section]/index.astro,docs-hub,generated section index,3,template review,,,,
/docs/research/agent-memory.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,158,,,website-astro/src/content/docs/research/agent-memory.md
/docs/research/agent-memory/,src/content/docs/research/agent-memory.md,docs,authored technical documentation,3,technical accuracy review,158,,,website-astro/src/content/docs/research/agent-memory.md
/docs/research/port-fidelity.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,185,,,website-astro/src/content/docs/research/port-fidelity.md
/docs/research/port-fidelity/,src/content/docs/research/port-fidelity.md,docs,authored technical documentation,3,technical accuracy review,185,,,website-astro/src/content/docs/research/port-fidelity.md
/docs/server/,src/pages/docs/[section]/index.astro,docs-hub,generated section index,3,template review,,,,
/docs/server/architecture.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,246,,,website-astro/src/content/docs/server/architecture.md
/docs/server/architecture/,src/content/docs/server/architecture.md,docs,authored technical documentation,3,technical accuracy review,246,,,website-astro/src/content/docs/server/architecture.md
/docs/server/contributing.md,src/pages/docs/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,138,,,website-astro/src/content/docs/server/contributing.md
/docs/server/contributing/,src/content/docs/server/contributing.md,docs,authored technical documentation,3,technical accuracy review,138,,,website-astro/src/content/docs/server/contributing.md
/help/,src/pages/help/index.astro,hub,authored collection framing,1,full editorial review,,,,
/help/commands/,src/pages/help/[category]/index.astro,help-hub,generated section index,3,template review,,,,
/help/commands/abilities.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,42,verbatim,engine,
/help/commands/abilities/,src/content/help/commands/abilities.md,help,fidelity-protected reference,4,template-and-sample QA,42,verbatim,engine,
/help/commands/aid-first-first-aid.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,28,verbatim,engine,
/help/commands/aid-first-first-aid/,src/content/help/commands/aid-first-first-aid.md,help,fidelity-protected reference,4,template-and-sample QA,28,verbatim,engine,
/help/commands/alias-aliases.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,283,verbatim,engine,
/help/commands/alias-aliases/,src/content/help/commands/alias-aliases.md,help,fidelity-protected reference,4,template-and-sample QA,283,verbatim,engine,
/help/commands/ambush.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,65,verbatim,engine,
/help/commands/ambush/,src/content/help/commands/ambush.md,help,fidelity-protected reference,4,template-and-sample QA,65,verbatim,engine,
/help/commands/ansi-color.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,133,verbatim,engine,
/help/commands/ansi-color/,src/content/help/commands/ansi-color.md,help,fidelity-protected reference,4,template-and-sample QA,133,verbatim,engine,
/help/commands/appraise.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,32,verbatim,engine,
/help/commands/appraise/,src/content/help/commands/appraise.md,help,fidelity-protected reference,4,template-and-sample QA,32,verbatim,engine,
/help/commands/assist.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,87,verbatim,engine,
/help/commands/assist/,src/content/help/commands/assist.md,help,fidelity-protected reference,4,template-and-sample QA,87,verbatim,engine,
/help/commands/auction-channel-channels-gossip-grats-noauction-nogossip-nograts.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,138,verbatim,engine,
/help/commands/auction-channel-channels-gossip-grats-noauction-nogossip-nograts/,src/content/help/commands/auction-channel-channels-gossip-grats-noauction-nogossip-nograts.md,help,fidelity-protected reference,4,template-and-sample QA,138,verbatim,engine,
/help/commands/auto-loot-split.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,98,verbatim,engine,
/help/commands/auto-loot-split/,src/content/help/commands/auto-loot-split.md,help,fidelity-protected reference,4,template-and-sample QA,98,verbatim,engine,
/help/commands/backstab.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,84,verbatim,engine,
/help/commands/backstab/,src/content/help/commands/backstab.md,help,fidelity-protected reference,4,template-and-sample QA,84,verbatim,engine,
/help/commands/bang-caret.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,80,verbatim,engine,
/help/commands/bang-caret/,src/content/help/commands/bang-caret.md,help,fidelity-protected reference,4,template-and-sample QA,80,verbatim,engine,
/help/commands/bank-withdraw-deposit-balance.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,39,verbatim,engine,
/help/commands/bank-withdraw-deposit-balance/,src/content/help/commands/bank-withdraw-deposit-balance.md,help,fidelity-protected reference,4,template-and-sample QA,39,verbatim,engine,
/help/commands/bash.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,98,verbatim,engine,
/help/commands/bash/,src/content/help/commands/bash.md,help,fidelity-protected reference,4,template-and-sample QA,98,verbatim,engine,
/help/commands/bearhug.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,47,verbatim,engine,
/help/commands/bearhug/,src/content/help/commands/bearhug.md,help,fidelity-protected reference,4,template-and-sample QA,47,verbatim,engine,
/help/commands/behead.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,25,verbatim,engine,
/help/commands/behead/,src/content/help/commands/behead.md,help,fidelity-protected reference,4,template-and-sample QA,25,verbatim,engine,
/help/commands/berserk.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,53,verbatim,engine,
/help/commands/berserk/,src/content/help/commands/berserk.md,help,fidelity-protected reference,4,template-and-sample QA,53,verbatim,engine,
/help/commands/bite.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,60,verbatim,engine,
/help/commands/bite/,src/content/help/commands/bite.md,help,fidelity-protected reference,4,template-and-sample QA,60,verbatim,engine,
/help/commands/brief.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,130,verbatim,engine,
/help/commands/brief/,src/content/help/commands/brief.md,help,fidelity-protected reference,4,template-and-sample QA,130,verbatim,engine,
/help/commands/bug-typo-idea.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,87,verbatim,engine,
/help/commands/bug-typo-idea/,src/content/help/commands/bug-typo-idea.md,help,fidelity-protected reference,4,template-and-sample QA,87,verbatim,engine,
/help/commands/buy.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,134,verbatim,engine,
/help/commands/buy/,src/content/help/commands/buy.md,help,fidelity-protected reference,4,template-and-sample QA,134,verbatim,engine,
/help/commands/carve.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,41,verbatim,engine,
/help/commands/carve/,src/content/help/commands/carve.md,help,fidelity-protected reference,4,template-and-sample QA,41,verbatim,engine,
/help/commands/charge.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,47,verbatim,engine,
/help/commands/charge/,src/content/help/commands/charge.md,help,fidelity-protected reference,4,template-and-sample QA,47,verbatim,engine,
/help/commands/check-mail-receive.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,95,verbatim,engine,
/help/commands/check-mail-receive/,src/content/help/commands/check-mail-receive.md,help,fidelity-protected reference,4,template-and-sample QA,95,verbatim,engine,
/help/commands/circle.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,62,verbatim,engine,
/help/commands/circle/,src/content/help/commands/circle.md,help,fidelity-protected reference,4,template-and-sample QA,62,verbatim,engine,
/help/commands/clan-clans.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,487,verbatim,engine,
/help/commands/clan-clans/,src/content/help/commands/clan-clans.md,help,fidelity-protected reference,4,template-and-sample QA,487,verbatim,engine,
/help/commands/clear-cls.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,12,verbatim,engine,
/help/commands/clear-cls/,src/content/help/commands/clear-cls.md,help,fidelity-protected reference,4,template-and-sample QA,12,verbatim,engine,
/help/commands/commands.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,40,verbatim,engine,
/help/commands/commands/,src/content/help/commands/commands.md,help,fidelity-protected reference,4,template-and-sample QA,40,verbatim,engine,
/help/commands/compact.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,29,verbatim,engine,
/help/commands/compact/,src/content/help/commands/compact.md,help,fidelity-protected reference,4,template-and-sample QA,29,verbatim,engine,
/help/commands/compare.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,45,verbatim,engine,
/help/commands/compare/,src/content/help/commands/compare.md,help,fidelity-protected reference,4,template-and-sample QA,45,verbatim,engine,
/help/commands/consider.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,57,verbatim,engine,
/help/commands/consider/,src/content/help/commands/consider.md,help,fidelity-protected reference,4,template-and-sample QA,57,verbatim,engine,
/help/commands/ctell.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,60,verbatim,engine,
/help/commands/ctell/,src/content/help/commands/ctell.md,help,fidelity-protected reference,4,template-and-sample QA,60,verbatim,engine,
/help/commands/cutthroat.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,44,verbatim,engine,
/help/commands/cutthroat/,src/content/help/commands/cutthroat.md,help,fidelity-protected reference,4,template-and-sample QA,44,verbatim,engine,
/help/commands/diagnose.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,62,verbatim,engine,
/help/commands/diagnose/,src/content/help/commands/diagnose.md,help,fidelity-protected reference,4,template-and-sample QA,62,verbatim,engine,
/help/commands/disarm.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,28,verbatim,engine,
/help/commands/disarm/,src/content/help/commands/disarm.md,help,fidelity-protected reference,4,template-and-sample QA,28,verbatim,engine,
/help/commands/disembowel.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,46,verbatim,engine,
/help/commands/disembowel/,src/content/help/commands/disembowel.md,help,fidelity-protected reference,4,template-and-sample QA,46,verbatim,engine,
/help/commands/dismount.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,18,verbatim,engine,
/help/commands/dismount/,src/content/help/commands/dismount.md,help,fidelity-protected reference,4,template-and-sample QA,18,verbatim,engine,
/help/commands/display-prompt.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,84,verbatim,engine,
/help/commands/display-prompt/,src/content/help/commands/display-prompt.md,help,fidelity-protected reference,4,template-and-sample QA,84,verbatim,engine,
/help/commands/donate.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,91,verbatim,engine,
/help/commands/donate/,src/content/help/commands/donate.md,help,fidelity-protected reference,4,template-and-sample QA,91,verbatim,engine,
/help/commands/dragon-kick-dragon.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,33,verbatim,engine,
/help/commands/dragon-kick-dragon/,src/content/help/commands/dragon-kick-dragon.md,help,fidelity-protected reference,4,template-and-sample QA,33,verbatim,engine,
/help/commands/drop.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,83,verbatim,engine,
/help/commands/drop/,src/content/help/commands/drop.md,help,fidelity-protected reference,4,template-and-sample QA,83,verbatim,engine,
/help/commands/eat-drink-sip-taste.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,39,verbatim,engine,
/help/commands/eat-drink-sip-taste/,src/content/help/commands/eat-drink-sip-taste.md,help,fidelity-protected reference,4,template-and-sample QA,39,verbatim,engine,
/help/commands/emote.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,53,verbatim,engine,
/help/commands/emote/,src/content/help/commands/emote.md,help,fidelity-protected reference,4,template-and-sample QA,53,verbatim,engine,
/help/commands/enter.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,31,verbatim,engine,
/help/commands/enter/,src/content/help/commands/enter.md,help,fidelity-protected reference,4,template-and-sample QA,31,verbatim,engine,
/help/commands/equipment.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,29,verbatim,engine,
/help/commands/equipment/,src/content/help/commands/equipment.md,help,fidelity-protected reference,4,template-and-sample QA,29,verbatim,engine,
/help/commands/escape-of-the-mongoose-escape.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,61,verbatim,engine,
/help/commands/escape-of-the-mongoose-escape/,src/content/help/commands/escape-of-the-mongoose-escape.md,help,fidelity-protected reference,4,template-and-sample QA,61,verbatim,engine,
/help/commands/evasion.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,32,verbatim,engine,
/help/commands/evasion/,src/content/help/commands/evasion.md,help,fidelity-protected reference,4,template-and-sample QA,32,verbatim,engine,
/help/commands/examine.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,33,verbatim,engine,
/help/commands/examine/,src/content/help/commands/examine.md,help,fidelity-protected reference,4,template-and-sample QA,33,verbatim,engine,
/help/commands/exits.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,45,verbatim,engine,
/help/commands/exits/,src/content/help/commands/exits.md,help,fidelity-protected reference,4,template-and-sample QA,45,verbatim,engine,
/help/commands/fill.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,45,verbatim,engine,
/help/commands/fill/,src/content/help/commands/fill.md,help,fidelity-protected reference,4,template-and-sample QA,45,verbatim,engine,
/help/commands/finger-whois.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,26,verbatim,engine,
/help/commands/finger-whois/,src/content/help/commands/finger-whois.md,help,fidelity-protected reference,4,template-and-sample QA,26,verbatim,engine,
/help/commands/flee.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,87,verbatim,engine,
/help/commands/flee/,src/content/help/commands/flee.md,help,fidelity-protected reference,4,template-and-sample QA,87,verbatim,engine,
/help/commands/flesh-alter-flesh-alter.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,89,verbatim,engine,
/help/commands/flesh-alter-flesh-alter/,src/content/help/commands/flesh-alter-flesh-alter.md,help,fidelity-protected reference,4,template-and-sample QA,89,verbatim,engine,
/help/commands/follow.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,34,verbatim,engine,
/help/commands/follow/,src/content/help/commands/follow.md,help,fidelity-protected reference,4,template-and-sample QA,34,verbatim,engine,
/help/commands/get-take.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,88,verbatim,engine,
/help/commands/get-take/,src/content/help/commands/get-take.md,help,fidelity-protected reference,4,template-and-sample QA,88,verbatim,engine,
/help/commands/give.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,43,verbatim,engine,
/help/commands/give/,src/content/help/commands/give.md,help,fidelity-protected reference,4,template-and-sample QA,43,verbatim,engine,
/help/commands/glance.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,27,verbatim,engine,
/help/commands/glance/,src/content/help/commands/glance.md,help,fidelity-protected reference,4,template-and-sample QA,27,verbatim,engine,
/help/commands/gold.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,46,verbatim,engine,
/help/commands/gold/,src/content/help/commands/gold.md,help,fidelity-protected reference,4,template-and-sample QA,46,verbatim,engine,
/help/commands/grab-hold.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,43,verbatim,engine,
/help/commands/grab-hold/,src/content/help/commands/grab-hold.md,help,fidelity-protected reference,4,template-and-sample QA,43,verbatim,engine,
/help/commands/groinrip.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,37,verbatim,engine,
/help/commands/groinrip/,src/content/help/commands/groinrip.md,help,fidelity-protected reference,4,template-and-sample QA,37,verbatim,engine,
/help/commands/group.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,258,verbatim,engine,
/help/commands/group/,src/content/help/commands/group.md,help,fidelity-protected reference,4,template-and-sample QA,258,verbatim,engine,
/help/commands/gsay-gtell.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,39,verbatim,engine,
/help/commands/gsay-gtell/,src/content/help/commands/gsay-gtell.md,help,fidelity-protected reference,4,template-and-sample QA,39,verbatim,engine,
/help/commands/headbutt.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,44,verbatim,engine,
/help/commands/headbutt/,src/content/help/commands/headbutt.md,help,fidelity-protected reference,4,template-and-sample QA,44,verbatim,engine,
/help/commands/help.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,84,verbatim,engine,
/help/commands/help/,src/content/help/commands/help.md,help,fidelity-protected reference,4,template-and-sample QA,84,verbatim,engine,
/help/commands/hide.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,79,verbatim,engine,
/help/commands/hide/,src/content/help/commands/hide.md,help,fidelity-protected reference,4,template-and-sample QA,79,verbatim,engine,
/help/commands/house.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,224,verbatim,engine,
/help/commands/house/,src/content/help/commands/house.md,help,fidelity-protected reference,4,template-and-sample QA,224,verbatim,engine,
/help/commands/inactive.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,26,verbatim,engine,
/help/commands/inactive/,src/content/help/commands/inactive.md,help,fidelity-protected reference,4,template-and-sample QA,26,verbatim,engine,
/help/commands/info-news-policy-version-future.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,81,verbatim,engine,
/help/commands/info-news-policy-version-future/,src/content/help/commands/info-news-policy-version-future.md,help,fidelity-protected reference,4,template-and-sample QA,81,verbatim,engine,
/help/commands/infobar.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,53,verbatim,engine,
/help/commands/infobar/,src/content/help/commands/infobar.md,help,fidelity-protected reference,4,template-and-sample QA,53,verbatim,engine,
/help/commands/inventory.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,44,verbatim,engine,
/help/commands/inventory/,src/content/help/commands/inventory.md,help,fidelity-protected reference,4,template-and-sample QA,44,verbatim,engine,
/help/commands/junk.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,79,verbatim,engine,
/help/commands/junk/,src/content/help/commands/junk.md,help,fidelity-protected reference,4,template-and-sample QA,79,verbatim,engine,
/help/commands/kabuki.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,80,verbatim,engine,
/help/commands/kabuki/,src/content/help/commands/kabuki.md,help,fidelity-protected reference,4,template-and-sample QA,80,verbatim,engine,
/help/commands/kick.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,57,verbatim,engine,
/help/commands/kick/,src/content/help/commands/kick.md,help,fidelity-protected reference,4,template-and-sample QA,57,verbatim,engine,
/help/commands/kill-hit.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,42,verbatim,engine,
/help/commands/kill-hit/,src/content/help/commands/kill-hit.md,help,fidelity-protected reference,4,template-and-sample QA,42,verbatim,engine,
/help/commands/kuji-kiri-rin-kyo-toh-sha-kai-jin-retsu-zai-zhen.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,122,verbatim,engine,
/help/commands/kuji-kiri-rin-kyo-toh-sha-kai-jin-retsu-zai-zhen/,src/content/help/commands/kuji-kiri-rin-kyo-toh-sha-kai-jin-retsu-zai-zhen.md,help,fidelity-protected reference,4,template-and-sample QA,122,verbatim,engine,
/help/commands/leave.md,src/pages/help/[...slug].md.ts,agent-markdown,generated Markdown representation,3,schema-and-sample QA,25,verbatim,engine,
